Substance,Type,Valore,Context
Propisochlor formulation (Proponit 840 EC),LD50 >,1562.0 mg/kg bw,2010 oral: unspecified Mallard duck acute toxicity mortality systemic;
Propoxycarbazone metabolite (M01),LD50 >,5000.0 mg/kg bw/day,2016 oral: gavage Rat acute toxicity mortality systemic;
Propoxycarbazone metabolite (M01),NOAEL >,880.0 mg/kg bw/day,2016 oral: feed Rat short-term toxicity not reported not reported;
Propoxycarbazone-sodium,LD50 >,2000.0 mg/kg bw/day,2016 oral: unspecified Bobwhite quail acute toxicity mortality systemic;
Propoxycarbazone-sodium,LD50 >,100.0 µg/piece,2016 dermal Honey bee acute toxicity mortality;
Propoxycarbazone-sodium,LD50 >,109.5 µg/piece,2016 oral: unspecified Honey bee acute toxicity mortality;
Propoxycarbazone-sodium,LD50 >,5000.0 mg/kg bw/day,2016 oral: gavage Rat acute toxicity mortality systemic;
Propoxycarbazone-sodium,NOAEL '=,43.0 mg/kg bw/day,2016 Not reported Rat chronic/long term toxicity clinical chemistry systemic;
Propoxycarbazone-sodium,NOAEL '=,100.0 mg/kg bw/day,2016 Not reported Rabbit reproduction toxicity clinical signs reproductive;
Propyl acetate,NOAEL '=,900.0 mg/kg bw/day,2013 oral: gavage Rat subchronic body weight systemic;
Propyl gallate,NOAEL '=,135.0 mg/kg bw/day,2014 oral: feed Rat subchronic haematology hemopoietic;
Propyl gallate,NOAEL '=,1910.0 mg/kg bw/day,2020 oral: feed Rat subchronic clinical chemistry systemic;
Propyl-2-mercaptopropionate,NOAEL '=,0.06 mg/kg bw/day,2011 oral: unspecified Rat subchronic not reported not reported;
Propyl-2-mercaptopropionate,NOAEL '=,0.06 mg/kg bw/day,2014 oral: unspecified Rat subchronic not reported not reported;
Propyzamide,LD50 >,100.0 µg/piece,2016 dermal Honey bee acute toxicity mortality;
Propyzamide,LD50 >,100.0 µg/piece,2016 oral: unspecified Honey bee acute toxicity mortality;
Propyzamide,LD50 >,4.7 mg/L,2016 Not reported Rainbow trout acute toxicity mortality;
Propyzamide,NOAEL '=,5.0 mg/kg bw/day,2016 Not reported Mouse chronic/long term toxicity histopathology neoplastic hepatotoxicity;
Propyzamide,NOAEL '=,12.1 mg/kg bw/day,2016 Not reported Rat reproduction toxicity body weight reproductive;
Propyzamide,NOAEL '=,4.5 mg/kg bw/day,2016 oral: unspecified Rat subchronic organ weights hepatotoxicity;
Propyzamide formulation: RH-315 (75% WP),LD50 '=,6578.0 mg/kg bw/day,2016 oral: unspecified Japanese quail acute toxicity mortality systemic;
Proquinazid,LD50 >,2250.0 mg/kg bw/day,2009 oral: unspecified Bobwhite quail acute toxicity mortality systemic;
Proquinazid,LD50 >,125.0 µg/piece,2009 oral: unspecified Honey bee acute toxicity mortality;
Proquinazid,LD50 '=,4846.0 mg/kg bw/day,2009 oral: unspecified Rat acute toxicity mortality systemic;
Proquinazid,NOAEL '=,1.2 mg/kg bw/day,2009 Not reported Rat chronic/long term toxicity histopathology non neoplastic endocrine;
Proquinazid,NOAEL '=,19.0 mg/kg bw,2009 oral: feed Dog subchronic clinical signs;
Proquinazid,NOAEL '=,2.0 mg/kg bw/day,2009 oral: feed Rat subchronic histopathology non neoplastic endocrine;
Prosulfocarb,LD50 >,2250.0 mg/kg bw/day,2007 oral: unspecified Bobwhite quail acute toxicity mortality systemic;
Prosulfocarb,LD50 >,80.0 µg/piece,2007 dermal Honey bee acute toxicity mortality;
Prosulfocarb,LD50 '=,1820.0 mg/kg bw/day,2007 oral: unspecified Rat acute toxicity mortality systemic;
Prosulfocarb,LD50 >,1505.6 mg/kg bw/day,2007 oral: feed Mallard duck short-term toxicity mortality systemic;
Prosulfocarb,NOAEL '=,0.5 mg/kg bw/day,2007 oral: unspecified Rat chronic/long term toxicity body weight systemic;
Prosulfocarb,NOAEL '=,0.5 mg/kg bw/day,2007 Not reported Rat reproduction toxicity body weight systemic;
Prosulfocarb,NOAEL '=,10.0 mg/kg bw/day,2007 Not reported Rat reproduction toxicity clinical signs systemic;
Prosulfocarb,NOAEL >,50.0 mg/kg bw/day,2007 Not reported Rat reproduction toxicity reproduction reproductive;
Prosulfocarb,NOAEL '=,1.0 mg/kg bw/day,2007 oral: unspecified Rat subchronic body weight systemic;
Prosulfuron,LD50 >,100.0 µg/piece,2014 dermal Honey bee acute toxicity mortality;
Prosulfuron,LD50 '=,1300.0 mg/kg bw,2014 oral: unspecified Mallard duck acute toxicity mortality systemic;
Prosulfuron,LD50 '=,986.0 mg/kg bw,2014 Not reported Rat acute toxicity mortality systemic;
Prosulfuron,LD50 >,755.0 mg/kg bw,2014 Not reported Rat acute toxicity mortality systemic;
Prosulfuron,NOAEL '=,12.0 mg/kg bw/day,2014 Not reported Rat chronic/long term toxicity not reported not reported;
Prosulfuron,NOAEL '=,1.7 mg/kg bw/day,2014 Not reported Rat chronic/long term toxicity histopathology non neoplastic hepatotoxicity;
Prosulfuron,NOAEL '=,10.0 mg/kg bw/day,2014 Not reported Rabbit reproduction toxicity development musclo-skeletal;
Prosulfuron,NOAEL '=,6.0 mg/kg bw/day,2014 oral: unspecified Dog subchronic histopathology non neoplastic hepatotoxicity;
Prosulfuron,NOAEL '=,3.0 mg/kg bw/day,2014 Not reported Rat subchronic not reported not reported;
Prothioconazole,LD50 >,2000.0 mg/kg bw,2007 oral: unspecified Bobwhite quail acute toxicity mortality systemic;
Prothioconazole,LD50 >,200.0 µg/piece,2007 dermal Honey bee acute toxicity mortality;
Prothioconazole,LD50 >,71.0 µg/piece,2007 oral: unspecified Honey bee acute toxicity mortality;
Prothioconazole,LD50 '=,2235.0 mg/kg bw/day,2007 oral: unspecified Mouse acute toxicity mortality systemic;
Prothioconazole,LD50 '=,3459.0 mg/kg bw,2007 oral: unspecified Mouse acute toxicity mortality systemic;
Prothioconazole,LD50 '=,2506.0 mg/kg bw/day,2007 oral: unspecified Rat acute toxicity mortality systemic;
Prothioconazole,LD50 '=,2806.0 mg/kg bw/day,2007 oral: unspecified Rat acute toxicity mortality systemic;
Prothioconazole,LD50 >,2500.0 mg/kg bw/day,2007 oral: unspecified Rat acute toxicity mortality systemic;
Prothioconazole,LD50 >,6200.0 mg/kg bw/day,2007 oral: unspecified Rat acute toxicity mortality systemic;
Prothioconazole,LD50 >,297.0 mg/kg bw/day,2007 oral: feed Bobwhite quail short-term toxicity mortality systemic;
Prothioconazole,LD50 >,1413.0 mg/kg bw/day,2007 oral: feed Bobwhite quail short-term toxicity mortality systemic;
Prothioconazole,LD50 >,2457.0 mg/kg bw/day,2007 oral: feed Mallard duck short-term toxicity mortality systemic;
Prothioconazole,NOAEL '=,5.0 mg/kg bw/day,2007 Not reported Dog chronic/long term toxicity clinical chemistry hepatotoxicity;
Prothioconazole,NOAEL '=,5.0 mg/kg bw/day,2007 Not reported Rat chronic/long term toxicity organ weights hepatotoxicity;
Prothioconazole,NOAEL '=,20.0 mg/kg bw/day,2007 Not reported Rat reproduction toxicity development reproductive;
Pydiflumetofen,LD50 '=,3776.0 mg/kg bw/day,2019 oral: unspecified Bobwhite quail acute toxicity mortality systemic;
Pydiflumetofen,LD50 >,100.0 µg/piece,2019 dermal Honey bee acute toxicity mortality;
Pydiflumetofen,LD50 >,116.0 µg/piece,2019 oral: unspecified Honey bee acute toxicity mortality;
Pydiflumetofen,LD50 >,5000.0 mg/kg bw/day,2019 oral: unspecified Rat acute toxicity mortality systemic;
Pydiflumetofen,NOAEL '=,9.2 mg/kg bw/day,2019 Not reported Mouse chronic/long term toxicity body weight systemic;
Pydiflumetofen,NOAEL '=,10.0 mg/kg bw/day,2019 Not reported Rabbit reproduction toxicity development developmental;
Pydiflumetofen,NOAEL '=,30.0 mg/kg bw/day,2019 Not reported Rat reproduction toxicity body weight systemic;
Pymetrozine,LD50 >,100.0 µg/piece,2014 dermal Honey bee acute toxicity mortality;
Pymetrozine,LD50 >,62.7 µg/piece,2014 oral: unspecified Honey bee acute toxicity mortality;
Pymetrozine,LD50 >=,2000.0 mg/kg bw/day,2014 oral: unspecified Mallard duck acute toxicity mortality systemic;
Pymetrozine,LD50 '=,3586.0 mg/kg bw/day,2014 Not reported Rat acute toxicity mortality systemic;
Pymetrozine,NOAEL '=,0.57 mg/kg bw/day,2014 oral: unspecified Dog chronic/long term toxicity clinical chemistry hepatotoxicity;
Pymetrozine,NOAEL '=,10.0 mg/kg bw/day,2014 Not reported Rabbit reproduction toxicity histopathology non neoplastic reproductive;
Pymetrozine,NOAEL >=,110.0 mg/kg bw/day,2014 Not reported Rat reproduction toxicity reproduction reproductive;
Pymetrozine,NOAEL '=,33.0 mg/kg bw/day,2014 oral: unspecified Rat subchronic clinical chemistry hepatotoxicity;
Pymetrozine,NOAEL '=,0.57 mg/kg bw/day,2017 oral: unspecified Dog chronic/long term toxicity clinical chemistry hepatotoxicity;
Pymetrozine,NOAEL '=,10.0 mg/kg bw/day,2017 Not reported Rabbit reproduction toxicity histopathology non neoplastic reproductive;
Pymetrozine,NOAEL '=,3.0 mg/kg bw/day,2017 oral: feed Dog subchronic organ weights endocrine;
Pyraclostrobin,NOAEL '=,3.0 mg/kg bw/day,2012 Not reported Rabbit reproduction toxicity development developmental;
Pyraflufen-ethyl,LD50 >,2000.0 mg/kg bw/day,2015 oral: unspecified Bobwhite quail acute toxicity not reported not reported;
Pyraflufen-ethyl,LD50 >,100.0 µg/piece,2015 dermal Honey bee acute toxicity mortality;
Pyraflufen-ethyl,LD50 >,111.99 µg/piece,2015 oral: unspecified Honey bee acute toxicity mortality;
Pyraflufen-ethyl,LD50 >,5000.0 mg/kg bw/day,2015 oral: unspecified Rat acute toxicity mortality systemic;
Pyraflufen-ethyl,NOAEL '=,20.0 mg/kg bw/day,2015 Not reported Mouse chronic/long term toxicity organ weights hepatotoxicity;
Pyraflufen-ethyl,NOAEL '=,20.0 mg/kg bw/day,2015 Not reported Rat chronic/long term toxicity organ weights nephrotoxicity;
Pyraflufen-ethyl,NOAEL '=,50.0 mg/kg bw/day,2015 Not reported Mallard duck reproduction toxicity not reported not reported;
Pyraflufen-ethyl,NOAEL '=,20.0 mg/kg bw/day,2015 Not reported Rabbit reproduction toxicity development musclo-skeletal;
Pyraflufen-ethyl,NOAEL '=,20.0 mg/kg bw/day,2015 Not reported Rat reproduction toxicity not reported not reported;
Pyraflufen-ethyl,NOAEL '=,20.0 mg/kg bw/day,2015 oral: unspecified Mouse subchronic organ weights hepatotoxicity;
Pyrazineethanethiol,NOAEL '=,1.63 mg/kg bw/day,2011 oral: feed Rat subchronic no adverse effect observed at single/highest dose;
Pyrazinyl methyl sulfide,NOAEL '=,1.63 mg/kg bw/day,2008 oral: feed Rat subchronic no adverse effect observed at single/highest dose;
Pyrazinyl methyl sulfide,NOAEL '=,1.63 mg/kg bw/day,2011 oral: feed Rat subchronic no adverse effect observed at single/highest dose;
Pyrethrins,LD50 >,1151.48 mg/kg bw/day,2013 oral: unspecified Bobwhite quail acute toxicity mortality systemic;
Pyrethrins,LD50 '=,0.013 µg/piece,2013 dermal Honey bee acute toxicity mortality;
Pyrethrins,LD50 '=,0.95 µg/piece,2013 oral: unspecified Honey bee acute toxicity mortality;
Pyrethrins,LD50 '=,700.0 mg/kg bw,2013 Not reported Rat acute toxicity mortality systemic;
Pyrethrins,NOAEL '=,20.0 mg/kg bw/day,2013 Not reported Rat acute toxicity mobility neurotoxicity;
Pyrethrins,NOAEL '=,4.73 mg/kg bw/day,2013 Not reported Rat chronic/long term toxicity not reported hepatotoxicity;
Pyridaben,LD50 >,2250.0 mg/kg bw/day,2010 oral: unspecified Bobwhite quail acute toxicity mortality systemic;
Pyridaben,LD50 >,0.024 µg/piece,2010 dermal Honey bee acute toxicity mortality;
Pyridaben,LD50 >,2500.0 mg/kg bw/day,2010 oral: unspecified Mallard duck acute toxicity mortality systemic;
Pyridaben,LD50 '=,161.0 mg/kg bw/day,2010 oral: unspecified Rat acute toxicity mortality systemic;
Pyridaben,LD50 '=,570.0 mg/kg bw/day,2010 oral: unspecified Rat acute toxicity mortality systemic;
Pyridaben,NOAEL '=,1.0 mg/kg bw/day,2010 oral: unspecified Dog chronic/long term toxicity body weight systemic;
Pyridaben,NOAEL '=,0.81 mg/kg bw/day,2010 Not reported Mouse chronic/long term toxicity body weight systemic;
Pyridaben,NOAEL '=,1.1 mg/kg bw/day,2010 Not reported Rat chronic/long term toxicity body weight systemic;
Pyridaben,NOAEL '=,5.0 mg/kg bw/day,2010 Not reported Rabbit reproduction toxicity body weight systemic;
Pyridaben,NOAEL '=,4.7 mg/kg bw/day,2010 Not reported Rat reproduction toxicity body weight systemic;
Pyridaben,NOAEL '=,1.0 mg/kg bw/day,2010 oral: unspecified Dog subchronic body weight systemic;
Pyridaben,LD50 >,2250.0 mg/kg bw/day,2016 oral: unspecified Bobwhite quail acute toxicity mortality systemic;
Pyridaben,LD50 '=,161.0 mg/kg bw/day,2016 Not reported Rat acute toxicity mortality systemic;
Pyridaben,LD50 '=,570.0 mg/kg bw/day,2016 Not reported Rat acute toxicity mortality systemic;
Pyridafol,LD50 '=,1420.0 mg/kg bw,2014 Not reported Rat acute toxicity not reported not reported;
Pyridalyl,LD50 >,2250.0 mg/kg bw/day,2013 oral: unspecified Bobwhite quail acute toxicity mortality systemic;
Pyridalyl,LD50 >,100.0 µg/piece,2013 oral: unspecified Honey bee acute toxicity mortality;
Pyridalyl,LD50 >,5000.0 mg/kg bw/day,2013 oral: unspecified Rat acute toxicity mortality systemic;
Pyridalyl,NOAEL '=,3.4 mg/kg bw/day,2013 Not reported Rat chronic/long term toxicity body weight systemic;
Pyridalyl,NOAEL '=,2.8 mg/kg bw/day,2013 Not reported Rat reproduction toxicity body weight systemic;
Pyridalyl,NOAEL '=,5.6 mg/kg bw/day,2013 oral: unspecified Rat subchronic haematology hemopoietic;
Pyridate,LD50 '=,1269.0 mg/kg bw,2014 oral: unspecified Bobwhite quail acute toxicity not reported not reported;
Pyridate,LD50 >,100.0 µg/piece,2014 dermal Honey bee acute toxicity mortality;
Pyridate,LD50 >,109.8 µg/piece,2014 oral: unspecified Honey bee acute toxicity mortality;
Pyridate,LD50 >,2000.0 mg/kg bw,2014 oral: unspecified Rat acute toxicity mortality systemic;
Pyridate,NOAEL '=,100.4 mg/kg bw,2014 Not reported Mallard duck reproduction toxicity not reported not reported;
Pyridate,NOAEL '=,3.6 mg/kg bw/day,2014 Not reported Rat reproduction toxicity organ weights developmental;
Pyridate,NOAEL '=,18.8 mg/kg bw,2014 Not reported Rat reproduction toxicity not reported not reported;
Pyridate,NOAEL '=,165.0 mg/kg bw/day,2014 Not reported Rat reproduction toxicity body weight reproductive;
Pyrimethanil,LD50 >,2000.0 mg/kg bw,2006 oral: unspecified Bobwhite quail acute toxicity mortality systemic;
Pyrimethanil,LD50 >,100.0 µg/piece,2006 dermal Honey bee acute toxicity mortality;
Pyrimethanil,LD50 >,100.0 µg/piece,2006 oral: unspecified Honey bee acute toxicity mortality;
Pyrimethanil,LD50 >,2000.0 mg/kg bw,2006 oral: unspecified Mallard duck acute toxicity mortality systemic;
Pyrimethanil,LD50 '=,4149.0 mg/kg bw,2006 oral: unspecified Rat acute toxicity mortality systemic;
Pyrimethanil,LD50 '=,5971.0 mg/kg bw,2006 oral: unspecified Rat acute toxicity mortality systemic;
Pyrimethanil,LD50 >,873.6 mg/kg bw,2006 oral: feed Bobwhite quail short-term toxicity mortality systemic;
Pyrimethanil,NOAEL '=,17.0 mg/kg bw/day,2006 Not reported Rat chronic/long term toxicity clinical chemistry hepatotoxicity;
Pyrimethanil,NOAEL ca.,95.96 mg/kg bw,2006 Not reported Bobwhite quail reproduction toxicity not reported not reported;
Pyrimethanil,NOAEL '=,18.4 mg/kg bw/day,2006 Not reported Rat reproduction toxicity body weight developmental;
Pyrimethanil,NOAEL '=,5.4 mg/kg bw/day,2006 Not reported Rat subchronic organ weights hepatotoxicity;
Pyriofenone,LD50 >,2000.0 mg/kg bw/day,2013 oral: unspecified Bobwhite quail acute toxicity mortality systemic;
Pyriofenone,LD50 >,2000.0 mg/kg bw/day,2013 oral: unspecified Rat acute toxicity mortality systemic;
Pyriofenone,NOAEL '=,13.7 mg/kg bw/day,2013 oral: unspecified Dog chronic/long term toxicity clinical chemistry systemic;
Pyriofenone,NOAEL '=,7.25 mg/kg bw/day,2013 Not reported Rat chronic/long term toxicity haematology hemopoietic;
Pyriofenone,NOAEL '=,94.0 mg/kg bw/day,2013 Not reported Bobwhite quail reproduction toxicity reproduction reproductive;
Pyriofenone,NOAEL '=,119.0 mg/kg bw/day,2013 Not reported Mallard duck reproduction toxicity reproduction reproductive;
Pyriofenone,NOAEL '=,64.1 mg/kg bw/day,2013 Not reported Rat reproduction toxicity haematology hemopoietic;
Pyriofenone,NOAEL '=,15.0 mg/kg bw/day,2013 oral: unspecified Dog subchronic clinical chemistry systemic;
Pyriofenone,NOAEL '=,17.9 mg/kg bw/day,2013 oral: unspecified Rat subchronic organ weights hepatotoxicity;
Pyriofenone formulation (IKF-309 180SC),LD50 >,2000.0 mg/kg bw/day,2013 oral: unspecified Rat acute toxicity mortality systemic;
Pyriofenone formulation (IKF-309 300SC),LD50 >,2000.0 mg/kg bw/day,2013 oral: unspecified Rat acute toxicity mortality systemic;
Pyriproxyfen,LD50 >,1906.0 mg/kg bw,2009 oral: unspecified Bobwhite quail acute toxicity mortality systemic;
Pyriproxyfen,LD50 >,74.0 µg/piece,2009 oral: unspecified Honey bee acute toxicity mortality;
Pyriproxyfen,LD50 >,1906.0 mg/kg bw,2009 oral: unspecified Mallard duck acute toxicity mortality systemic;
Pyriproxyfen,LD50 >,5000.0 mg/kg bw,2009 oral: unspecified Rat acute toxicity mortality systemic;
Pyriproxyfen,NOAEL '=,10.0 mg/kg bw/day,2009 oral: unspecified Dog chronic/long term toxicity organ weights hepatotoxicity;
Pyriproxyfen,NOAEL '=,13.3 mg/kg bw/day,2009 Not reported Rat reproduction toxicity organ weights hepatotoxicity;
Pyriproxyfen,LD50 '=,74.0 µg/piece,2014 oral: unspecified Honey bee acute toxicity mortality;
Pyriproxyfen,LD50 >,100.0 µg/piece,2019 dermal Honey bee acute toxicity mortality;
Pyriproxyfen,LD50 '=,74.0 µg/piece,2019 oral: unspecified Honey bee acute toxicity mortality;
Pyriproxyfen,LD50 >,1906.0 mg/kg bw/day,2019 oral: unspecified Mallard duck acute toxicity mortality systemic;
Pyriproxyfen,LD50 >,5000.0 mg/kg bw/day,2019 oral: unspecified Rat acute toxicity mortality systemic;
Pyriproxyfen,NOAEL '=,10.0 mg/kg bw/day,2019 oral: unspecified Dog chronic/long term toxicity organ weights hepatotoxicity;
Pyriproxyfen,NOAEL '=,100.0 mg/kg bw/day,2019 Not reported Rabbit reproduction toxicity development developmental;
Pyriproxyfen,NOAEL '=,13.3 mg/kg bw/day,2019 Not reported Rat reproduction toxicity organ weights hepatotoxicity;
Pyroxsulam,LD50 >,2000.0 mg/kg bw/day,2013 oral: unspecified Bobwhite quail acute toxicity mortality systemic;
Pyroxsulam,LD50 >,100.0 µg/piece,2013 dermal Honey bee acute toxicity mortality;
Pyroxsulam,LD50 >,107.4 µg/piece,2013 oral: unspecified Honey bee acute toxicity mortality;
Pyroxsulam,LD50 >,2000.0 mg/kg bw/day,2013 oral: unspecified Mallard duck acute toxicity mortality systemic;
Pyroxsulam,LD50 >,2000.0 mg/kg bw/day,2013 oral: unspecified Rat acute toxicity mortality systemic;
Pyroxsulam,NOAEL '=,89.0 mg/kg bw/day,2013 oral: unspecified Dog chronic/long term toxicity organ weights hepatotoxicity;
Pyroxsulam,NOAEL '=,46.3 mg/kg bw/day,2013 Not reported Mallard duck reproduction toxicity not reported not reported;
Pyroxsulam,NOAEL '=,100.0 mg/kg bw/day,2013 oral: unspecified Dog subchronic organ weights hepatotoxicity;
Pyroxsulam formulation (GF-1274),LD50 >,390.0 mg/kg bw/day,2013 oral: unspecified Rat acute toxicity mortality systemic;
